"Id","NomDeNaissance","Prenom","Sexe","DateDeNaissance","TypeMandat","DateDebutMandat","DateFinMandat","MotifFinMandat","TypeFonction","DateDebutFonction","DateFinFonction","MotifFinFonction","Mandature","NuancePolitique","NomTerritoire","TypeTerritoire"
"176","ESMONIN","JEAN","M",1937-02-27,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1999-12-10,2001-03-10,"FM",1995,"SOC","CHENOVE","Commune"
"177","VIANES","GEORGES","M",1938-06-17,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-11,2001-03-10,"FM",1995,"SOC","FERNEY VOLTAIRE","Commune"
"178","BERTHOU","JACQUES","M",1940-03-03,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-11,2001-03-10,"FM",1995,"SOC","MIRIBEL","Commune"
"116","CARRAZ","ROLAND","M",1943-05-18,"CONSEILLER MUNICIPAL",1995-06-11,1999-12-09,"DC","M",1995-06-11,1999-12-09,"DC",1995,"SOC","CHENOVE","Commune"
"138","VOUILLOT","HERVE","M",1943-04-01,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-11,2001-03-10,"FM",1995,"SOC","QUETIGNY","Commune"
"179","PICHERAL","JEAN FRANCOIS","M",1934-02-26,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-18,2001-03-10,"FM",1995,"SOC","AIX EN PROVENCE","Commune"
"180","VAUZELLE","MICHEL","M",1944-08-15,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-18,1998-03-15,"CUMUL",1995,"SOC","ARLES","Commune"
"181","TOESCHI","PAOLO","M",1955-01-01,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1998-03-20,2001-03-10,"FM",1995,"SOC","ARLES","Commune"
"118","MELLAN","VICTOR","M",1923-08-26,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-18,2001-03-10,"FM",1995,"SOC","PENNES MIRABEAU","Commune"
"119","VULPIAN","CLAUDE","M",1936-11-22,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-18,2001-03-10,"FM",1995,"SOC","SAINT MARTIN DE CRAU","Commune"
"182","ROGER","GILBERT","M",1953-11-09,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-18,2001-03-10,"FM",1995,"SOC","BONDY","Commune"
"183","GOLDBERG","DANIEL","M",1965-08-24,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-18,2001-03-10,"FM",1995,"SOC","LA COURNEUVE","Commune"
"184","PAJON","MICHEL","M",1949-06-30,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-18,2001-03-10,"FM",1995,"SOC","NOISY LE GRAND","Commune"
"185","DILAIN","CLAUDE","M",1948-08-12,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-18,2001-03-10,"FM",1995,"SOC","CLICHY SOUS BOIS","Commune"
"121","MILLON","CHARLES","M",1945-11-12,"CONSEILLER MUNICIPAL",1995-06-11,2001-03-10,"FM","M",1995-06-11,2001-03-10,"FM",1995,"UDF","BELLEY","Commune"
"156","BLANC","ETIENNE","M",1954-08-29,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","M",2001-03-11,2008-03-01,"FM",2001,"CENTRE","DIVONNE LES BAINS","Commune"
"158","GAILLANT","FREDERIC","M",NA,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-05,"FM","M",2001-03-11,2001-12-01,"DM",2001,"CENTRE","LE BOURGET","Commune"
"186","SCHIAVETTI","HERVE","M",1956-07-06,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","M",2001-03-11,2008-03-01,"FM",2001,"COM","ARLES","Commune"
"187","FONTAINE","DANIEL","M",1945-01-01,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","M",2001-03-11,2008-03-01,"FM",2001,"COM","AUBAGNE","Commune"
"059","LOMBARD","PAUL","M",1927-12-15,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","M",2001-03-11,2008-03-01,"FM",2001,"COM","MARTIGUES","Commune"
"146","VAXES","MICHEL","M",1940-11-14,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","M",2001-03-11,2005-06-19,NA,2001,"COM","PORT DE BOUC","Commune"
"188","FERNANDEZ","PATRICIA","F",1972-01-01,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","M",2005-06-20,2008-03-01,"FM",2001,"COM","PORT DE BOUC","Commune"
"125","RALITE","JACK","M",1928-05-14,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","M",2001-03-11,2003-03-29,"DM",2001,"COM","AUBERVILLIERS","Commune"
"189","BEAUDET","PASCAL","M",1956-10-09,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-05,"FM","M",2003-03-31,2008-03-05,"FM",2001,"COM","AUBERVILLIERS","Commune"
"160","BIRSINGER","BERNARD","M",1954-09-01,"CONSEILLER MUNICIPAL",2001-03-11,2006-08-25,"DC","M",2001-03-11,2006-08-25,"DC",2001,"COM","BOBIGNY","Commune"
"190","PEYGE","Catherine","F",1959-10-08,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-05,"FM","M",2006-06-20,2008-03-05,"FM",2001,"COM","BOBIGNY","Commune"
"162","POUX","GILLES","M",1957-06-07,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-05,"FM","M",2001-03-11,2008-03-05,"FM",2001,"COM","LA COURNEUVE","Commune"
"126","BRARD","JEAN PIERRE","M",1948-02-07,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","M",2001-03-11,2008-03-01,"FM",2001,"COM","MONTREUIL","Commune"
"147","BRAOUEZEC","PATRICK","M",1950-12-11,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","M",2001-03-11,2004-12-10,NA,2001,"COM","SAINT DENIS","Commune"
"191","PAILLARD","DIDIER","M",1954-12-01,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","M",2004-12-11,2008-03-01,"FM",2001,"COM","SAINT DENIS","Commune"
"192","GATIGNON","STEPHANE","M",1969-08-25,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-05,"FM","M",2001-03-11,2008-03-05,"FM",2001,"COM","SEVRAN","Commune"
"164","SUGUENOT","ALAIN","M",1951-09-17,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","M",2001-03-11,2008-03-01,"FM",2001,"DROITE","BEAUNE","Commune"
"193","CHAPUIS","PATRICK","M",1955-08-17,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","M",2001-03-11,2008-03-01,"FM",2001,"DROITE","FONTAINE LES DIJON","Commune"
"166","MENUT","GILBERT","M",1947-12-03,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","M",2001-03-11,2008-03-01,"FM",2001,"DROITE","TALANT","Commune"
"194","PERRIN","JEAN CLAUDE","M",NA,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","M",2002-07-01,2008-03-01,"FM",2001,"DROITE","BOUC BEL AIR","Commune"
"195","FABRE AUBRESPY","HERVE","M",1956-07-20,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","M",2001-03-11,2008-03-01,"FM",2001,"DROITE","CABRIES","Commune"
"196","BORE","PATRICK","M",1956-11-09,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","M",2001-03-11,2008-03-01,"FM",2001,"DROITE","LA CIOTAT","Commune"
"167","GAUDIN","JEAN CLAUDE","M",1939-10-08,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","M",2001-03-11,2008-03-01,"FM",2001,"DROITE","MARSEILLE","Commune"
"130","AILLAUD","THERESE","F",1931-11-05,"CONSEILLER MUNICIPAL",2001-03-11,2002-06-01,"DM","M",2001-03-11,2002-06-01,"DM",2001,"DROITE","TARASCON","Commune"
"197","REYNAUD","JEAN","M",NA,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","M",2002-06-01,2005-01-01,NA,2001,"DROITE","TARASCON","Commune"
"198","FABRE","CHARLES","M",1946-01-01,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","M",2005-06-01,2008-03-01,"FM",2001,"DROITE","TARASCON","Commune"
"199","GAUDRON","GERARD","M",1949-09-26,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","M",2003-04-01,2008-03-01,"FM",2001,"DROITE","AULNAY SOUS BOIS","Commune"
"168","RAOULT","ERIC","M",1955-06-19,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","M",2001-03-11,2008-03-01,"FM",2001,"DROITE","RAINCY","Commune"
"200","JOISSAINS MASINI","MARYSE","F",1942-08-15,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-10,"FM","M",2001-03-19,2008-03-10,"FM",2001,"DROITE","AIX EN PROVENCE","Commune"
"170","PAOLI","GERARD","M",1945-03-09,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","M",2001-03-11,2008-03-01,"FM",2001,"DVD","GEX","Commune"
"201","DUTY","PIERRE ETIENNE","M",NA,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","M",2001-03-11,2008-03-01,"FM",2001,"DVD","FERNEY VOLTAIRE","Commune"
"165","PIRALLA","GILLES","M",1949-10-05,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","M",2001-03-11,2008-03-01,"FM",2001,"DVD","AMBERIEU EN BUGEY","Commune"
"178","BERTHOU","JACQUES","M",1940-03-03,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","M",2001-03-11,2008-03-01,"FM",2001,"DVG","MIRIBEL","Commune"
"172","SIMONPIERI","DANIEL","M",NA,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","M",2001-03-11,2008-03-01,"FM",2001,"EXTD","MARIGNANE","Commune"
"202","LAGARDE","JEAN CHRISTOPHE","M",1967-10-24,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","M",2001-03-11,2008-03-01,"FM",2001,"UDF","DRANCY","Commune"
"174","ETIEVANT","MICHEL","M",1932-12-12,"CONSEILLER MUNICIPAL",2001-03-11,2006-07-07,"DC","M",2001-03-11,2006-07-07,"DC",2001,"SOC","LONGVIC","Commune"
"203","BERTRAND","JEAN MICHEL","M",1943-06-06,"CONSEILLER MUNICIPAL",2001-03-11,2008-02-05,"FM","M",2001-03-25,2008-02-05,"FM",2001,"UMP","BOURG EN BRESSE","Commune"
"204","BERTRAND","HUBERT","M",1946-12-05,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","M",2001-03-11,2008-03-01,"FM",2001,"PRG","SAINT GENIS POUILLY","Commune"
"155","ANDREONI","SERGE","M",1940-03-15,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","M",2001-03-11,2008-03-01,"FM",2001,"PS","BERRE L ETANG","Commune"
"176","ESMONIN","JEAN","M",1937-02-27,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","M",2001-03-11,2008-03-01,"FM",2001,"SOC","CHENOVE","Commune"
"205","REBSAMEN","FRANCOIS","M",1951-06-25,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","M",2001-03-11,2008-03-01,"FM",2001,"SOC","DIJON","Commune"
"206","DARCIAUX","CLAUDE","F",1942-10-18,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","M",2005-06-21,2008-03-01,"FM",2001,"SOC","LONGVIC","Commune"
"207","BACHELARD","MICHEL","M",1948-09-17,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","M",2003-02-01,2008-03-01,"FM",2001,"SOC","QUETIGNY","Commune"
"138","VOUILLOT","HERVE","M",1943-04-01,"CONSEILLER MUNICIPAL",2001-03-11,2003-01-01,"DM","M",2001-03-11,2003-01-01,"DM",2001,"SOC","QUETIGNY","Commune"
"208","GARCIA","DANIELE","F",1948-03-12,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","M",2001-03-11,2008-03-01,"FM",2001,"SOC","AURIOL","Commune"
"209","AMIEL","MICHEL","M",1954-07-03,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","M",2001-03-11,2008-03-01,"FM",2001,"SOC","PENNES MIRABEAU","Commune"
"119","VULPIAN","CLAUDE","M",1936-11-22,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","M",2001-03-11,2008-03-01,"FM",2001,"SOC","SAINT MARTIN DE CRAU","Commune"
"182","ROGER","GILBERT","M",1953-11-09,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","M",2001-03-11,2008-03-01,"FM",2001,"SOC","BONDY","Commune"
"183","GOLDBERG","DANIEL","M",1965-08-24,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","M",2001-03-11,2005-03-01,NA,2001,"SOC","LA COURNEUVE","Commune"
"184","PAJON","MICHEL","M",1949-06-30,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","M",2001-03-11,2008-03-01,"FM",2001,"SOC","NOISY LE GRAND","Commune"
"210","KERN","BERTRAND","M",1962-02-04,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","M",2001-03-11,2008-03-01,"FM",2001,"SOC","PANTIN","Commune"
"163","VALLS","CORINNE","F",1957-02-02,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-05,"FM","M",2001-03-11,2008-03-05,"FM",2001,"SOC","ROMAINVILLE","Commune"
"185","DILAIN","CLAUDE","M",1948-08-12,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-05,"FM","M",2001-03-11,2008-03-05,"FM",2001,"SOC","CLICHY SOUS BOIS","Commune"
"211","CAPO CANELLAS","VINCENT","M",1967-05-04,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","M",2001-03-11,2008-03-01,"FM",2001,"UDF","LE BOURGET","Commune"
"212","TRAVERS","JEAN CLAUDE","M",1947-10-05,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","M",2001-03-11,2008-03-01,"FM",2001,"UMP","BELLEY","Commune"
"213","GOBET","JACQUES","M",1948-08-24,"CONSEILLER MUNICIPAL",2001-03-11,2008-03-01,"FM","M",2001-03-11,2008-03-01,"FM",2001,"UMP","OYONNAX","Commune"
"186","SCHIAVETTI","HERVE","M",1956-07-06,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2008-03-09,2014-03-20,"FM",2008,"COM","ARLES","Commune"
"187","FONTAINE","DANIEL","M",1945-01-01,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2008-03-09,2014-03-20,"FM",2008,"COM","AUBAGNE","Commune"
"214","CHARROUX","GABY","M",1942-06-25,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2009-05-29,2014-03-20,"FM",2008,"COM","MARTIGUES","Commune"
"059","LOMBARD","PAUL","M",1927-12-15,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2008-03-09,2009-05-29,"DM",2008,"COM","MARTIGUES","Commune"
"188","FERNANDEZ","PATRICIA","F",1972-01-01,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2008-03-09,2014-03-20,"FM",2008,"COM","PORT DE BOUC","Commune"
"190","PEYGE","Catherine","F",1959-10-08,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2008-03-09,2014-03-20,"FM",2008,"COM","BOBIGNY","Commune"
"162","POUX","GILLES","M",1957-06-07,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2008-03-09,2014-03-20,"FM",2008,"COM","LA COURNEUVE","Commune"
"191","PAILLARD","DIDIER","M",1954-12-01,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2008-03-09,2014-03-20,"FM",2008,"COM","SAINT DENIS","Commune"
"164","SUGUENOT","ALAIN","M",1951-09-17,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2008-03-09,2014-03-20,"FM",2008,"DROITE","BEAUNE","Commune"
"193","CHAPUIS","PATRICK","M",1955-08-17,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2008-03-09,2014-03-20,"FM",2008,"DROITE","FONTAINE LES DIJON","Commune"
"166","MENUT","GILBERT","M",1947-12-03,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2008-03-09,2014-03-20,"FM",2008,"DROITE","TALANT","Commune"
"200","JOISSAINS MASINI","MARYSE","F",1942-08-15,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2008-03-09,2014-03-20,"FM",2008,"DROITE","AIX EN PROVENCE","Commune"
"194","PERRIN","JEAN CLAUDE","M",NA,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2008-03-09,2014-03-20,"FM",2008,"DROITE","BOUC BEL AIR","Commune"
"196","BORE","PATRICK","M",1956-11-09,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2008-03-09,2014-03-20,"FM",2008,"DROITE","LA CIOTAT","Commune"
"215","LE DISSES","ERIC","M",1955-07-05,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2008-03-09,2014-03-20,"FM",2008,"DROITE","MARIGNANE","Commune"
"167","GAUDIN","JEAN CLAUDE","M",1939-10-08,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2008-03-09,2014-03-20,"FM",2008,"DROITE","MARSEILLE","Commune"
"198","FABRE","CHARLES","M",1946-01-01,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2008-03-09,2014-03-20,"FM",2008,"DROITE","TARASCON","Commune"
"168","RAOULT","ERIC","M",1955-06-19,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2008-03-09,2014-03-20,"FM",2008,"DROITE","RAINCY","Commune"
"170","PAOLI","GERARD","M",1945-03-09,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2008-03-09,2014-03-20,"FM",2008,"DVD","GEX","Commune"
"178","BERTHOU","JACQUES","M",1940-03-03,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2008-03-09,2014-03-20,"FM",2008,"DVG","MIRIBEL","Commune"
"216","MEYLAN","FRANCOIS","M",1944-01-01,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2008-03-09,2014-03-20,"FM",2008,"DVG","FERNEY VOLTAIRE","Commune"
"217","FOGNINI","JEAN MARC","M",1958-03-29,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2008-03-17,2014-03-20,"FM",2008,"DVG","BELLEY","Commune"
"218","VOYNET","DOMINIQUE","F",1958-11-04,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2008-03-09,2014-03-20,"FM",2008,"ECO","MONTREUIL","Commune"
"192","GATIGNON","STEPHANE","M",1969-08-25,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2008-03-09,2014-03-20,"FM",2008,"ECO","SEVRAN","Commune"
"219","MARTIN","RICHARD","M",NA,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2008-03-09,2014-03-20,"FM",2008,"IND","CABRIES","Commune"
"202","LAGARDE","JEAN CHRISTOPHE","M",1967-10-24,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2008-03-09,2014-03-20,"FM",2008,"UDF","DRANCY","Commune"
"220","ROTGER","MICHEL","M",NA,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2012-10-15,2014-03-20,"FM",2008,"UMP","CHEVIGNY SAINT SAUVEUR","Commune"
"204","BERTRAND","HUBERT","M",1946-12-05,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2008-03-09,2014-03-20,"FM",2008,"PRG","SAINT GENIS POUILLY","Commune"
"155","ANDREONI","SERGE","M",1940-03-15,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2008-03-09,2014-03-20,"FM",2008,"PS","BERRE L ETANG","Commune"
"176","ESMONIN","JEAN","M",1937-02-27,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2008-03-09,2014-03-20,"FM",2008,"SOC","CHENOVE","Commune"
"205","REBSAMEN","FRANCOIS","M",1951-06-25,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2008-03-09,2014-03-20,"FM",2008,"SOC","DIJON","Commune"
"206","DARCIAUX","CLAUDE","F",1942-10-18,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2008-03-09,2014-03-20,"FM",2008,"SOC","LONGVIC","Commune"
"207","BACHELARD","MICHEL","M",1948-09-17,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2008-03-09,2014-03-20,"FM",2008,"SOC","QUETIGNY","Commune"
"208","GARCIA","DANIELE","F",1948-03-12,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2008-03-09,2014-03-20,"FM",2008,"SOC","AURIOL","Commune"
"209","AMIEL","MICHEL","M",1954-07-03,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2008-03-09,2014-03-20,"FM",2008,"SOC","PENNES MIRABEAU","Commune"
"119","VULPIAN","CLAUDE","M",1936-11-22,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2008-03-09,2014-03-20,"FM",2008,"SOC","SAINT MARTIN DE CRAU","Commune"
"182","ROGER","GILBERT","M",1953-11-09,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2008-03-09,2011-10-01,"CUMUL",2008,"SOC","BONDY","Commune"
"221","THOMASSIN","SYLVINE","F",1959-12-13,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2011-10-13,2014-03-20,"FM",2008,"SOC","BONDY","Commune"
"184","PAJON","MICHEL","M",1949-06-30,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2008-03-09,2014-03-20,"FM",2008,"SOC","NOISY LE GRAND","Commune"
"210","KERN","BERTRAND","M",1962-02-04,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2008-03-09,2014-03-20,"FM",2008,"SOC","PANTIN","Commune"
"163","VALLS","CORINNE","F",1957-02-02,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2008-03-09,2014-03-20,"FM",2008,"SOC","ROMAINVILLE","Commune"
"185","DILAIN","CLAUDE","M",1948-08-12,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2008-03-09,2011-10-01,"CUMUL",2008,"SOC","CLICHY SOUS BOIS","Commune"
"222","DEBAT","JEAN FRANCOIS","M",1966-01-24,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2008-03-16,2014-03-20,"FM",2008,"SOC","BOURG EN BRESSE","Commune"
"223","EXPOSITO","JOSIANE","F",1943-03-03,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2008-03-17,2014-03-20,"FM",2008,"SOC","AMBERIEU EN BUGEY","Commune"
"224","SEGURA","GERARD","M",1948-05-24,"CONSEILLER MUNICIPAL",2008-03-09,2014-04-01,"FM","M",2008-03-17,2014-04-01,"FM",2008,"SOC","AULNAY SOUS BOIS","Commune"
"156","BLANC","ETIENNE","M",1954-08-29,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2008-03-09,2014-03-20,"FM",2008,"UDF","DIVONNE LES BAINS","Commune"
"211","CAPO CANELLAS","VINCENT","M",1967-05-04,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2008-03-09,2014-03-20,"FM",2008,"UDI","LE BOURGET","Commune"
"225","PERRAUD","MICHEL","M",1953-04-15,"CONSEILLER MUNICIPAL",2008-03-09,2014-03-20,"FM","M",2008-03-09,2014-03-20,"FM",2008,"UDI","OYONNAX","Commune"
"226","SLISSA","MONIQUE","F",1948-01-01,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-10,"FM","M",2017-06-01,2020-03-10,"FM",2014,"CENTRE","PENNES MIRABEAU","Commune"
"227","PAOLI","Stephane","M",1970-07-13,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-15,"FM","M",2014-03-23,2020-03-15,"FM",2014,"CENTRE","BOBIGNY","Commune"
"228","HOPPE","YANNICK","M",1983-12-07,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-15,"FM","M",2017-11-01,2020-03-15,"FM",2014,"CENTRE","LE BOURGET","Commune"
"186","SCHIAVETTI","HERVE","M",1956-07-06,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-10,"FM","M",2014-03-23,2020-03-10,"FM",2014,"COM","ARLES","Commune"
"214","CHARROUX","GABY","M",1942-06-25,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-10,"FM","M",2014-03-23,2020-03-10,"FM",2014,"COM","MARTIGUES","Commune"
"188","FERNANDEZ","PATRICIA","F",1972-01-01,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-10,"FM","M",2014-03-23,2020-03-10,"FM",2014,"COM","PORT DE BOUC","Commune"
"229","DERKAOUI","MERIEM","F",1955-09-25,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-15,"FM","M",2016-01-21,2020-03-15,"FM",2014,"COM","AUBERVILLIERS","Commune"
"189","BEAUDET","PASCAL","M",1956-10-09,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-15,"FM","M",2014-03-23,2016-01-21,"DM",2014,"COM","AUBERVILLIERS","Commune"
"162","POUX","GILLES","M",1957-06-07,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-15,"FM","M",2014-03-23,2020-03-15,"FM",2014,"COM","LA COURNEUVE","Commune"
"230","BESSAC","PATRICE","M",1978-06-17,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-15,"FM","M",2014-03-23,2020-03-15,"FM",2014,"COM","MONTREUIL","Commune"
"191","PAILLARD","DIDIER","M",1954-12-01,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-15,"FM","M",2014-03-23,2016-12-03,"DM",2014,"COM","SAINT DENIS","Commune"
"164","SUGUENOT","ALAIN","M",1951-09-17,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-10,"FM","M",2014-03-23,2020-03-10,"FM",2014,"DROITE","BEAUNE","Commune"
"231","RUET","GUILLAUME","M",1983-06-22,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-10,"FM","M",2019-02-02,2020-03-10,"FM",2014,"DROITE","CHEVIGNY SAINT SAUVEUR","Commune"
"193","CHAPUIS","PATRICK","M",1955-08-17,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-10,"FM","M",2014-03-23,2020-03-10,"FM",2014,"DROITE","FONTAINE LES DIJON","Commune"
"166","MENUT","GILBERT","M",1947-12-03,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-10,"FM","M",2014-03-23,2020-03-10,"FM",2014,"DROITE","TALANT","Commune"
"200","JOISSAINS MASINI","MARYSE","F",1942-08-15,"CONSEILLER MUNICIPAL",2014-03-23,2020-03-10,"FM","M",2014-03-23,2020-03-10,"FM",2014,"DROITE","AIX EN PROVENCE","Commune"
