IdIndividu;IdEluRNEHisto;IdEluSenat;IdEluAssemblee;NomDeNaissance;Prenom;Sexe;DateDeNaissance;TypeMandat;DateDebutMandat;DateFinMandat;MotifFinMandat;TypeFonction;DateDebutFonction;DateFinFonction;MotifFinFonction;NuancePolitique;IdTerritoire;NomTerritoire;TypeTerritoire;Sources
RNE_0000794;794;NULL;PA267075;BLANC;ETIENNE;M;29/08/1954;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;11/06/1995;10/03/2001;FM;UDF;NA;DIVONNE LES BAINS;Commune;WIKIPEDIA
RNE_0000794;794;NULL;PA267075;BLANC;ETIENNE;M;29/08/1954;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;UDF;NA;DIVONNE LES BAINS;Commune;WIKIPEDIA
RNE_0000794;794;NULL;PA267075;BLANC;ETIENNE;M;29/08/1954;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;UDF;NA;DIVONNE LES BAINS;Commune;WIKIPEDIA
RNE_0000794;794;NULL;PA267075;BLANC;ETIENNE;M;29/08/1954;CONSEILLER MUNICIPAL;23/03/2014;01/02/2019;AU;M;23/03/2014;01/02/2019;AU;UDF;NA;DIVONNE LES BAINS;Commune;WIKIPEDIA
RNE_0000794;794;NULL;PA267075;BLANC;ETIENNE;M;29/08/1954;CONSEILLER MUNICIPAL;04/07/2020;NA;NA;;;;;UDF;;LYON;Commune;WIKIPEDIA
RNE_0000794;794;NULL;PA267075;BLANC;ETIENNE;M;29/08/1954;SENATEUR;27/09/2020;NA;NA;;;;;LR;NA;RHONE;Circonscription legislative;WIKIPEDIA
RNE_0000794;794;NULL;PA267075;BLANC;ETIENNE;M;29/08/1954;DEPUTE;16/06/2002;10/06/2007;FM;;;;;LR;;3EME CIRCONSCRIPTION AIN;Circonscription legislative;WIKIPEDIA
RNE_0000794;794;NULL;PA267075;BLANC;ETIENNE;M;29/08/1954;DEPUTE;17/06/2007;10/06/2012;FM;;;;;LR;;3EME CIRCONSCRIPTION AIN;Circonscription legislative;WIKIPEDIA
RNE_0000794;794;NULL;PA267075;BLANC;ETIENNE;M;29/08/1954;DEPUTE;17/06/2012;10/03/2016;AU;;;;;LR;;3EME CIRCONSCRIPTION AIN;Circonscription legislative;WIKIPEDIA
;;;;SCATTOLIN;VINCENT;M;27/01/1979;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;ADJOINT;09/03/2008;20/03/2014;FM;DVD;;DIVONNE LES BAINS;Commune;WIKIPEDIA
;;;;SCATTOLIN;VINCENT;M;27/01/1979;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;M;15/02/2019;10/03/2020;FM;DVD;;DIVONNE LES BAINS;Commune;WIKIPEDIA
;;;;SCATTOLIN;VINCENT;M;27/01/1979;CONSEILLER MUNICIPAL;;;;;;;;DVD;;DIVONNE LES BAINS;Commune;WIKIPEDIA
;NA;NA;NA;PROST;JEAN;M;26/10/1925;CONSEILLER MUNICIPAL;14/03/1965;10/03/1971;FM;ADJOINT;14/03/1965;10/03/1971;FM;NA;NA;DIVONNE LES BAINS;Commune;ARCHIVES
;NA;NA;NA;PROST;JEAN;M;26/10/1925;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;ADJOINT;14/03/1971;17/10/1976;AM;NA;NA;DIVONNE LES BAINS;Commune;ARCHIVES
;NA;NA;NA;PROST;JEAN;M;26/10/1925;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;17/10/1976;10/03/1977;FM;REI;NA;DIVONNE LES BAINS;Commune;ARCHIVES
;NA;NA;NA;PROST;JEAN;M;26/10/1925;CONSEILLER MUNICIPAL;13/03/1977;05/03/1983;FM;M;13/03/1977;05/03/1983;FM;UDF;NA;DIVONNE LES BAINS;Commune;WIKIPEDIA
;NA;NA;NA;PROST;JEAN;M;26/10/1925;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;UDF;NA;DIVONNE LES BAINS;Commune;WIKIPEDIA
;NA;NA;NA;PROST;JEAN;M;26/10/1925;CONSEILLER MUNICIPAL;08/03/1959;10/03/1965;FM;NA;NA;NA;NA;NA;NA;DIVONNE LES BAINS;Commune;ARCHIVES
;NA;NA;NA;PRUVOST;JEAN CLAUDE;M;NA;CONSEILLER MUNICIPAL;12/03/1989;01/12/1990;NA;M;12/03/1989;01/12/1990;NA;GE;NA;DIVONNE LES BAINS;Commune;WIKIPEDIA
;NA;NA;NA;HECLER;ALBERT;M;01/01/1889;CONSEILLER DEPARTEMENTAL;23/09/1945;05/10/1951;FM;NA;NA;NA;NA;RADICAL;NA;FERNEY VOLTAIRE;Canton;ARCHIVES
;NA;NA;NA;HECLER;ALBERT;M;01/01/1889;CONSEILLER DEPARTEMENTAL;07/10/1951;20/04/1958;FM;NA;NA;NA;NA;RADICAL;NA;FERNEY VOLTAIRE;Canton;ARCHIVES
;NA;NA;NA;HECLER;ALBERT;M;01/01/1889;CONSEILLER DEPARTEMENTAL;20/04/1958;01/04/1961;FM;NA;NA;NA;NA;RADICAL;NA;FERNEY VOLTAIRE;Canton;ARCHIVES
;NA;NA;NA;MEYLAN;PASCAL;M;01/05/1935;CONSEILLER DEPARTEMENTAL;10/03/1985;20/03/1992;FM;NA;NA;NA;NA;UDF;NA;FERNEY VOLTAIRE;Canton;WIKIPEDIA
;NA;NA;NA;MEYLAN;PASCAL;M;01/05/1935;CONSEILLER DEPARTEMENTAL;22/03/1992;10/03/1998;FM;NA;NA;NA;NA;UDF;NA;FERNEY VOLTAIRE;Canton;WIKIPEDIA
SEN_058928D;NULL;58928D;NULL;RUET;ROLAND;M;29/10/1921;CONSEILLER DEPARTEMENTAL;23/09/1973;10/03/1979;FM;P;07/03/1976;10/03/1979;FM;NA;NA;FERNEY VOLTAIRE;Canton;WIKIPEDIA
SEN_058928D;NULL;58928D;NULL;RUET;ROLAND;M;29/10/1921;CONSEILLER DEPARTEMENTAL;18/03/1979;05/03/1985;FM;P;18/03/1979;28/03/1984;DM;RPR;NA;FERNEY VOLTAIRE;Canton;WIKIPEDIA
SEN_058928D;NULL;58928D;NULL;RUET;ROLAND;M;29/10/1921;CONSEILLER DEPARTEMENTAL;04/06/1961;20/09/1967;FM;NA;NA;NA;NA;NA;NA;FERNEY VOLTAIRE;Canton;WIKIPEDIA
SEN_058928D;NULL;58928D;NULL;RUET;ROLAND;M;29/10/1921;CONSEILLER DEPARTEMENTAL;24/09/1967;20/09/1973;FM;NA;NA;NA;NA;NA;NA;FERNEY VOLTAIRE;Canton;WIKIPEDIA
;NA;NA;NA;HECLER;ALBERT;M;01/01/1889;CONSEILLER MUNICIPAL;01/01/1931;01/05/1935;FM;M;01/01/1931;01/05/1935;FM;RADICAL;NA;FERNEY VOLTAIRE;Commune;WIKIPEDIA
;NA;NA;NA;HECLER;ALBERT;M;01/01/1889;CONSEILLER MUNICIPAL;05/05/1935;20/04/1945;FM;M;05/05/1935;20/04/1945;FM;RADICAL;NA;FERNEY VOLTAIRE;Commune;WIKIPEDIA
;NA;NA;NA;HECLER;ALBERT;M;01/01/1889;CONSEILLER MUNICIPAL;29/04/1945;10/10/1947;FM;M;29/04/1945;10/10/1947;FM;RADICAL;NA;FERNEY VOLTAIRE;Commune;WIKIPEDIA
;NA;NA;NA;HECLER;ALBERT;M;01/01/1889;CONSEILLER MUNICIPAL;19/10/1947;20/04/1953;FM;M;19/10/1947;20/04/1953;FM;RADICAL;NA;FERNEY VOLTAIRE;Commune;WIKIPEDIA
;NA;NA;NA;HECLER;ALBERT;M;01/01/1889;CONSEILLER MUNICIPAL;26/04/1953;01/03/1959;FM;M;26/04/1953;01/03/1959;FM;RADICAL;NA;FERNEY VOLTAIRE;Commune;WIKIPEDIA
;NA;NA;NA;MEYLAN;PASCAL;M;01/05/1935;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;CDP;NA;FERNEY VOLTAIRE;Commune;ARCHIVES
;NA;NA;NA;MEYLAN;PASCAL;M;01/05/1935;CONSEILLER MUNICIPAL;13/03/1977;05/03/1983;FM;M;13/03/1977;05/03/1983;FM;UDF;NA;FERNEY VOLTAIRE;Commune;WIKIPEDIA
;NA;NA;NA;MEYLAN;PASCAL;M;01/05/1935;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;UDF;NA;FERNEY VOLTAIRE;Commune;WIKIPEDIA
;NA;NA;NA;MEYLAN;PASCAL;M;01/05/1935;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;01/01/1991;10/06/1995;FM;UDF;NA;FERNEY VOLTAIRE;Commune;WIKIPEDIA
SEN_058928D;NULL;58928D;NULL;RUET;ROLAND;M;29/10/1921;CONSEILLER MUNICIPAL;08/03/1959;10/03/1965;FM;M;08/03/1959;10/03/1965;FM;CNI/MOD;NA;FERNEY VOLTAIRE;Commune;ARCHIVES
SEN_058928D;NULL;58928D;NULL;RUET;ROLAND;M;29/10/1921;CONSEILLER MUNICIPAL;14/03/1965;10/03/1971;FM;M;14/03/1965;10/03/1971;FM;CNI/MOD;NA;FERNEY VOLTAIRE;Commune;WIKIPEDIA
;NA;NA;NA;VIANES;GEORGES;M;17/06/1938;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;11/06/1995;10/03/2001;FM;SOC;NA;FERNEY VOLTAIRE;Commune;WIKIPEDIA
;NA;NA;NA;VIANES;GEORGES;M;17/06/1938;CONSEILLER MUNICIPAL;11/03/2001;01/01/2002;DM;NA;NA;NA;NA;NA;NA;FERNEY VOLTAIRE;Commune;WIKIPEDIA
;;;;DUTY;PIERRE ETIENNE;M;;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;DVD;;FERNEY VOLTAIRE;Commune;WIKIPEDIA
;;;;MEYLAN;FRANCOIS;M;01/01/1944;CONSEILLER MUNICIPAL;13/03/1977;05/03/1983;FM;;;;;DVG;;VERSONNEX;Commune;PRESSE
;;;;MEYLAN;FRANCOIS;M;01/01/1944;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;;;;;DVG;;VERSONNEX;Commune;PRESSE
;;;;MEYLAN;FRANCOIS;M;01/01/1944;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;;;;;DVG;;VERSONNEX;Commune;PRESSE
;;;;MEYLAN;FRANCOIS;M;01/01/1944;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;;;;;DVG;;FERNEY VOLTAIRE;Commune;PRESSE
;;;;MEYLAN;FRANCOIS;M;01/01/1944;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;;;;;DVG;;FERNEY VOLTAIRE;Commune;PRESSE
;;;;MEYLAN;FRANCOIS;M;01/01/1944;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;DVG;;FERNEY VOLTAIRE;Commune;PRESSE
;;;;MEYLAN;FRANCOIS;M;01/01/1944;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;;;;;DVG;;FERNEY VOLTAIRE;Commune;PRESSE
;;;;MEYLAN;FRANCOIS;M;01/01/1944;CONSEILLER MUNICIPAL;20/03/2020;NA;NA;;;;;DVG;;FERNEY VOLTAIRE;Commune;PRESSE
;;;;RAPHOZ;DANIEL;M;06/12/1955;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;M;23/03/2014;10/03/2020;FM;UDI;;FERNEY VOLTAIRE;Commune;WIKIPEDIA
;;;;RAPHOZ;DANIEL;M;06/12/1955;CONSEILLER MUNICIPAL;20/03/2020;NA;NA;M;20/03/2020;NA;NA;UDI;;FERNEY VOLTAIRE;Commune;WIKIPEDIA
;;;;RAPHOZ;DANIEL;M;06/12/1955;CONSEILLER DEPARTEMENTAL;29/03/2015;20/06/2021;FM;;;;;;;FERNEY VOLTAIRE;Canton;WIKIPEDIA
;NA;NA;NA;ANTHONIOZ;MARCEL;M;26/04/1911;CONSEILLER DEPARTEMENTAL;07/10/1951;15/04/1958;FM;VP;07/10/1951;15/04/1958;FM;NA;NA;GEX;Canton;WIKIPEDIA
;NA;NA;NA;ANTHONIOZ;MARCEL;M;26/04/1911;CONSEILLER DEPARTEMENTAL;20/04/1958;01/03/1964;FM;VP;20/04/1958;01/03/1964;FM;NA;NA;GEX;Canton;WIKIPEDIA
;NA;NA;NA;ANTHONIOZ;MARCEL;M;26/04/1911;CONSEILLER DEPARTEMENTAL;08/03/1964;20/09/1970;FM;VP;08/03/1964;20/09/1970;FM;NA;NA;GEX;Canton;WIKIPEDIA
;NA;NA;NA;ANTHONIOZ;MARCEL;M;26/04/1911;CONSEILLER DEPARTEMENTAL;23/09/1970;05/03/1976;DC;VP;23/09/1970;05/03/1976;DC;NA;NA;GEX;Canton;WIKIPEDIA
;NA;NA;NA;ANTHONIOZ;MARCEL;M;26/04/1911;CONSEILLER DEPARTEMENTAL;23/09/1945;05/10/1951;FM;NA;NA;NA;NA;NA;NA;GEX;Canton;WIKIPEDIA
;NA;NA;NA;NICOD;MICHEL;M;08/10/1939;CONSEILLER DEPARTEMENTAL;25/09/1988;10/03/1994;FM;NA;NA;NA;NA;NA;NA;GEX;Canton;WIKIPEDIA
;NA;NA;NA;NICOD;MICHEL;M;08/10/1939;CONSEILLER DEPARTEMENTAL;20/03/1994;10/03/2001;FM;NA;NA;NA;NA;NA;NA;GEX;Canton;WIKIPEDIA
RNE_0106761;106761;NULL;NULL;PAOLI;GERARD;M;09/03/1945;CONSEILLER DEPARTEMENTAL;11/03/2001;01/03/2008;FM;NA;NA;NA;NA;NA;NA;GEX;Canton;WIKIPEDIA
;NA;NA;NA;PROST;JEAN;M;26/10/1925;CONSEILLER DEPARTEMENTAL;30/11/1976;10/03/1982;FM;NA;NA;NA;NA;UDF;NA;GEX;Canton;ARCHIVES
;NA;NA;NA;PROST;JEAN;M;26/10/1925;CONSEILLER DEPARTEMENTAL;14/03/1982;20/09/1988;FM;NA;NA;NA;NA;NA;NA;GEX;Canton;WIKIPEDIA
;NA;NA;NA;ANDRE;RENE;M;NA;CONSEILLER MUNICIPAL;01/02/1976;01/03/1983;FM;M;01/02/1976;01/03/1983;FM;NA;NA;GEX;Commune;WIKIPEDIA
;NA;NA;NA;CADOZ;MARIUS;M;30/12/1914;CONSEILLER MUNICIPAL;19/10/1947;20/04/1953;FM;M;19/10/1947;20/04/1953;FM;RADICAL;NA;GEX;Commune;ARCHIVES
;NA;NA;NA;CADOZ;MARIUS;M;30/12/1914;CONSEILLER MUNICIPAL;26/04/1953;05/03/1959;FM;M;26/04/1953;05/03/1959;FM;DVG;NA;GEX;Commune;ARCHIVES
;NA;NA;NA;CADOZ;MARIUS;M;30/12/1914;CONSEILLER MUNICIPAL;08/03/1959;10/03/1965;FM;M;08/03/1959;10/03/1965;FM;DVG;NA;GEX;Commune;ARCHIVES
;NA;NA;NA;CADOZ;MARIUS;M;30/12/1914;CONSEILLER MUNICIPAL;14/03/1965;10/03/1971;FM;M;14/03/1965;10/03/1971;FM;DVG;NA;GEX;Commune;ARCHIVES
;NA;NA;NA;CADOZ;MARIUS;M;30/12/1914;CONSEILLER MUNICIPAL;14/03/1971;01/01/1976;DC;M;14/03/1971;01/01/1976;DC;DVG;NA;GEX;Commune;ARCHIVES
;NA;NA;NA;CADOZ;MARIUS;M;30/12/1914;CONSEILLER MUNICIPAL;29/04/1945;10/10/1947;FM;NA;NA;NA;NA;RADICAL;NA;GEX;Commune;ARCHIVES
;NA;NA;NA;NICOD;MICHEL;M;NA;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;NA;NA;GEX;Commune;WIKIPEDIA
;NA;NA;NA;NICOD;MICHEL;M;NA;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;12/03/1989;10/06/1995;FM;NA;NA;GEX;Commune;WIKIPEDIA
RNE_0106761;106761;NULL;NULL;PAOLI;GERARD;M;09/03/1945;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;11/06/1995;10/03/2001;FM;DVD;NA;GEX;Commune;WIKIPEDIA
RNE_0106761;106761;NULL;NULL;PAOLI;GERARD;M;09/03/1945;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;DVD;;GEX;Commune;WIKIPEDIA
RNE_0106761;106761;NULL;NULL;PAOLI;GERARD;M;09/03/1945;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;DVD;;GEX;Commune;WIKIPEDIA
;;;;DUNAND;PASCAL;M;15/10/1968;CONSEILLER MUNICIPAL;23/03/2014;10/03/2020;FM;M;23/03/2014;10/03/2020;FM;DVD;;GEX;Commune;WIKIPEDIA
;;;;DUNAND;PASCAL;M;15/10/1968;CONSEILLER MUNICIPAL;20/03/2020;NA;NA;M;20/03/2020;NA;NA;DVD;;GEX;Commune;WIKIPEDIA
SEN_058913V;NULL;58913V;NULL;DE LA VERPILLIERE;GUY;M;09/08/1922;CONSEILLER DEPARTEMENTAL;07/03/1976;10/03/1982;FM;VP;NA;NA;NA;UDF;NA;LAGNIEU;Canton;ARCHIVES
SEN_058913V;NULL;58913V;NULL;DE LA VERPILLIERE;GUY;M;09/08/1922;CONSEILLER DEPARTEMENTAL;20/04/1958;05/03/1964;FM;NA;NA;NA;NA;NA;NA;LAGNIEU;Canton;WIKIPEDIA
SEN_058913V;NULL;58913V;NULL;DE LA VERPILLIERE;GUY;M;09/08/1922;CONSEILLER DEPARTEMENTAL;08/03/1964;20/09/1970;FM;NA;NA;NA;NA;NA;NA;LAGNIEU;Canton;WIKIPEDIA
SEN_058913V;NULL;58913V;NULL;DE LA VERPILLIERE;GUY;M;09/08/1922;CONSEILLER DEPARTEMENTAL;23/03/1970;05/03/1976;FM;NA;NA;NA;NA;NA;NA;LAGNIEU;Canton;WIKIPEDIA
SEN_058913V;NULL;58913V;NULL;DE LA VERPILLIERE;GUY;M;09/08/1922;CONSEILLER DEPARTEMENTAL;14/03/1982;20/09/1988;FM;NA;NA;NA;NA;NA;NA;LAGNIEU;Canton;WIKIPEDIA
RNE_0106732;106732;NULL;PA1012;DE LA VERPILLIERE;CHARLES;M;31/05/1954;CONSEILLER DEPARTEMENTAL;25/09/1988;15/03/1994;FM;NA;NA;NA;NA;NA;NA;LAGNIEU;Canton;WIKIPEDIA
RNE_0106732;106732;NULL;PA1012;DE LA VERPILLIERE;CHARLES;M;31/05/1954;CONSEILLER DEPARTEMENTAL;20/03/1994;10/03/2001;FM;NA;NA;NA;NA;NA;NA;LAGNIEU;Canton;WIKIPEDIA
RNE_0106732;106732;NULL;PA1012;DE LA VERPILLIERE;CHARLES;M;31/05/1954;CONSEILLER DEPARTEMENTAL;11/03/2001;01/03/2008;FM;P;23/03/2004;01/03/2008;FM;NA;NA;LAGNIEU;Canton;WIKIPEDIA
RNE_0106732;106732;NULL;PA1012;DE LA VERPILLIERE;CHARLES;M;31/05/1954;CONSEILLER DEPARTEMENTAL;09/03/2008;20/03/2015;FM;NA;NA;NA;NA;NA;NA;LAGNIEU;Canton;WIKIPEDIA
RNE_0106732;106732;NULL;PA1012;DE LA VERPILLIERE;CHARLES;M;31/05/1954;CONSEILLER DEPARTEMENTAL;29/03/2015;20/06/2021;FM;NA;NA;NA;NA;NA;NA;LAGNIEU;Canton;WIKIPEDIA
RNE_0106732;106732;NULL;PA1012;DE LA VERPILLIERE;CHARLES;M;31/05/1954;CONSEILLER DEPARTEMENTAL;27/06/2021;NA;NA;NA;NA;NA;NA;NA;NA;LAGNIEU;Canton;WIKIPEDIA
SEN_058913V;NULL;58913V;NULL;DE LA VERPILLIERE;GUY;M;09/08/1922;CONSEILLER MUNICIPAL;14/02/1963;10/03/1965;FM;M;14/02/1963;10/03/1965;FM;CNI;NA;LAGNIEU;Commune;ARCHIVES
SEN_058913V;NULL;58913V;NULL;DE LA VERPILLIERE;GUY;M;09/08/1922;CONSEILLER MUNICIPAL;14/03/1965;10/03/1971;FM;M;14/03/1965;10/03/1971;FM;REI;NA;LAGNIEU;Commune;ARCHIVES
SEN_058913V;NULL;58913V;NULL;DE LA VERPILLIERE;GUY;M;09/08/1922;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;REI;NA;LAGNIEU;Commune;ARCHIVES
SEN_058913V;NULL;58913V;NULL;DE LA VERPILLIERE;GUY;M;09/08/1922;CONSEILLER MUNICIPAL;13/03/1977;01/03/1983;FM;M;13/03/1977;01/03/1983;FM;UDF;NA;LAGNIEU;Commune;WIKIPEDIA
SEN_058913V;NULL;58913V;NULL;DE LA VERPILLIERE;GUY;M;09/08/1922;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;UDF;NA;LAGNIEU;Commune;WIKIPEDIA
SEN_058913V;NULL;58913V;NULL;DE LA VERPILLIERE;GUY;M;09/08/1922;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;12/03/1989;10/06/1995;FM;UDF;NA;LAGNIEU;Commune;WIKIPEDIA
RNE_0106732;106732;NULL;PA1012;DE LA VERPILLIERE;CHARLES;M;31/05/1954;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;11/06/1995;10/03/2001;FM;UDF;NA;LAGNIEU;Commune;WIKIPEDIA
RNE_0106732;106732;NULL;PA1012;DE LA VERPILLIERE;CHARLES;M;31/05/1954;CONSEILLER MUNICIPAL;11/03/2001;28/03/2004;NA;M;11/03/2001;28/03/2004;AU;UMP;NA;LAGNIEU;Commune;WIKIPEDIA
;NA;NA;NA;DAUBIE;ROMAIN;M;05/05/1980;CONSEILLER DEPARTEMENTAL;29/03/2015;10/06/2021;FM;NA;NA;NA;NA;REP;NA;MEXIMIEUX;Canton;WIKIPEDIA
;NA;NA;NA;DAUBIE;ROMAIN;M;05/05/1980;CONSEILLER DEPARTEMENTAL;27/06/2021;NA;NA;NA;NA;NA;NA;REP;NA;MEXIMIEUX;Canton;WIKIPEDIA
;NA;NA;NA;BEAUFORT;JEAN;M;04/02/1928;CONSEILLER DEPARTEMENTAL;14/03/1982;01/03/1985;FM;NA;NA;NA;NA;DVD;NA;MIRIBEL;Canton;WIKIPEDIA
;NA;NA;NA;BEAUFORT;JEAN;M;04/02/1928;CONSEILLER DEPARTEMENTAL;17/03/1985;10/03/1992;FM;NA;NA;NA;NA;NA;NA;MIRIBEL;Canton;WIKIPEDIA
;NA;NA;NA;BEAUFORT;JEAN;M;04/02/1928;CONSEILLER DEPARTEMENTAL;29/03/1992;10/03/1998;FM;NA;NA;NA;NA;NA;NA;MIRIBEL;Canton;WIKIPEDIA
RNE_0106690;106690;08059E;NULL;BERTHOU;JACQUES;M;03/03/1940;CONSEILLER DEPARTEMENTAL;15/03/1998;15/03/2004;FM;NA;NA;NA;NA;SOC;NA;MIRIBEL;Canton;WIKIPEDIA
RNE_0106690;106690;08059E;NULL;BERTHOU;JACQUES;M;03/03/1940;CONSEILLER DEPARTEMENTAL;21/03/2004;01/01/2008;DM;NA;NA;NA;NA;SOC;NA;MIRIBEL;Canton;WIKIPEDIA
;NA;NA;NA;BEAUFORT;JEAN;M;04/02/1928;CONSEILLER MUNICIPAL;13/03/1977;05/03/1983;FM;ADJOINT;13/03/1977;05/03/1983;FM;DVD;NA;MIRIBEL;Commune;ARCHIVES
;NA;NA;NA;BEAUFORT;JEAN;M;04/02/1928;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;M;06/03/1983;10/03/1989;FM;NA;NA;MIRIBEL;Commune;WIKIPEDIA
;NA;NA;NA;BEAUFORT;JEAN;M;04/02/1928;CONSEILLER MUNICIPAL;12/03/1989;10/06/1995;FM;M;12/03/1989;10/06/1995;FM;NA;NA;MIRIBEL;Commune;WIKIPEDIA
;NA;NA;NA;BEAUFORT;JEAN;M;04/02/1928;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;NA;NA;NA;NA;DVD;NA;MIRIBEL;Commune;ARCHIVES
RNE_0106690;106690;08059E;NULL;BERTHOU;JACQUES;M;03/03/1940;CONSEILLER MUNICIPAL;11/06/1995;10/03/2001;FM;M;11/06/1995;10/03/2001;FM;SOC;NA;MIRIBEL;Commune;WIKIPEDIA
RNE_0106690;106690;08059E;NULL;BERTHOU;JACQUES;M;03/03/1940;CONSEILLER MUNICIPAL;06/03/1983;10/03/1989;FM;NA;NA;NA;NA;DVG;NA;MIRIBEL;Commune;WIKIPEDIA
RNE_0106690;106690;08059E;NULL;BERTHOU;JACQUES;M;03/03/1940;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;M;11/03/2001;01/03/2008;FM;DVG;;MIRIBEL;Commune;WIKIPEDIA
RNE_0106690;106690;08059E;NULL;BERTHOU;JACQUES;M;03/03/1940;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;M;09/03/2008;20/03/2014;FM;DVG;;MIRIBEL;Commune;WIKIPEDIA
;;;;VIRICEL;SYLVIE;F;01/01/1958;CONSEILLER MUNICIPAL;11/03/2001;01/03/2008;FM;ADJOINT;11/03/2001;01/03/2008;FM;DVG;;MIRIBEL;Commune;WIKIPEDIA
;;;;VIRICEL;SYLVIE;F;01/01/1958;CONSEILLER MUNICIPAL;09/03/2008;20/03/2014;FM;1er ADJOINT;09/03/2008;20/03/2014;FM;DVG;;MIRIBEL;Commune;WIKIPEDIA
;;;;VIRICEL;SYLVIE;F;01/01/1958;CONSEILLER MUNICIPAL;22/03/2014;10/03/2020;FM;M;22/03/2014;10/03/2020;FM;DVG;;MIRIBEL;Commune;WIKIPEDIA
;;;;VIRICEL;SYLVIE;F;01/01/1958;CONSEILLER MUNICIPAL;20/03/2020;NA;NA;;;;;DVG;;MIRIBEL;Commune;WIKIPEDIA
;;;;GAITET;JEAN PIERRE;M;21/01/1954;CONSEILLER MUNICIPAL;20/03/2020;NA;NA;M;20/03/2020;NA;NA;DVD;;MIRIBEL;Commune;WIKIPEDIA
;;;;GAITET;JEAN PIERRE;M;21/01/1954;CONSEILLER DEPARTEMENTAL;29/03/2015;10/06/2021;FM;;;;;DVD;;MIRIBEL;Canton;WIKIPEDIA
;;;;GAITET;JEAN PIERRE;M;21/01/1954;CONSEILLER DEPARTEMENTAL;27/06/2021;NA;NA;;;;;DVD;;MIRIBEL;Canton;WIKIPEDIA
;NA;NA;NA;BILLANDON;CHARLES;M;24/12/1921;CONSEILLER MUNICIPAL;14/03/1971;10/03/1977;FM;M;14/03/1971;10/03/1977;FM;DVG;NA;MIRIBEL;Commune;ARCHIVES
;NA;NA;NA;BILLANDON;CHARLES;M;24/12/1921;CONSEILLER MUNICIPAL;13/03/1977;05/03/1983;FM;M;13/03/1977;05/03/1983;FM;DVG;NA;MIRIBEL;Commune;WIKIPEDIA
;NA;NA;NA;MEIFFRE;JEAN CHARLES;M;18/04/1908;CONSEILLER MUNICIPAL;08/03/1959;10/03/1965;FM;M;08/03/1959;10/03/1965;FM;RADICAL;NA;MIRIBEL;Commune;ARCHIVES
;NA;NA;NA;MEIFFRE;JEAN CHARLES;M;18/04/1908;CONSEILLER MUNICIPAL;14/03/1965;10/03/1971;FM;M;14/03/1965;10/03/1971;FM;RADICAL;NA;MIRIBEL;Commune;WIKIPEDIA
;NA;NA;NA;DAUBIE;ROMAIN;M;05/05/1980;CONSEILLER MUNICIPAL;22/03/2014;10/03/2020;FM;M;22/03/2014;10/03/2020;FM;REP;NA;MONTLUEL;Commune;WIKIPEDIA
